Run,Program Version,User,Time Started (UTC),Time Finished (UTC),Minutes Spent,Position,Points,How involved in AI alignment are you? Please select all that apply. (6kkcmyw),Which of the following resources have you used to understand AI alignment research? (nwudv6g),resources,verbal_rating_scale,prob_rating_scale,How involved in AI alignment are you? Please select all that apply. (g4mdi50),involvement,"For how many years have you been interested in AI alignment research? Please enter an integer, rounded to the nearest year. (bu4zyb5)",category,Which of the following resources have you spent more than 30 minutes engaging with? (t0y9zda),"Overall, how useful have you found {resource}? (okdtv5m)",resource,"How likely would you be to recommend {resource} as an AI alignment resource to a friend getting into AI alignment, who hadn't already read widely in the space? (xf22i7s)",How likely would you be to recommend {resource} as an AI alignment resource to a friend who is paid to do AI alignment research? (b51q4lo),"If you'd like to go into detail about your answers about {resource}, you can do so here. (83afusr)","Please specify which researchers you're thinking of. Also, if you'd like to go into detail about your answers about {resource}, you can do so here. (bj70ff1)",Is there anything else you'd like to tell us? (bty6mmy),Where did you hear about this survey? (auqgbpq),"For how many years have you been paid to work on technical AI alignment research? Please enter an integer, rounded to the nearest year. (ub5lnfb)",fbclid
7472890,43,,2022-06-26 02:21:11,2022-06-26 02:34:16,13.08,t6togir,0,,,"[""Superintelligence (book)"",""Human Compatible (book)"",""the AI Alignment Newsletter"",""Life 3.0 (book)"",""the 80,000 Hours podcast"",""the FLI podcast"",""talks by AI alignment researchers"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am interested in AI alignment research,"[""I am interested in AI alignment research""]",6,I am interested in AI alignment research,"Superintelligence (book),Human Compatible (book),the AI Alignment Newsletter,Life 3.0 (book),the 80,000 Hours podcast,the FLI podcast,talks by AI alignment researchers,Rob Miles videos",3 | 3 | 2 | 2 | 3 | 4 | 2 | 3,Rob Miles videos,4 | 4 | 4 | 3 | 3 | 3 | 3 | 3,4 | 4 | 4 | 3 | 3 | 3 | 3 | 3, |  |  |  |  |  | ,"",Thanks for doing this. There were a lot of resources that I wasn't aware of that I've now added to my list.,Link tweeted by David Krueger.,,
7472904,43,,2022-06-26 02:23:45,2022-06-26 02:31:14,7.47,t6togir,0,,,"[""The Alignment Problem (book)"",""the FLI podcast"",""the 80,000 Hours podcast"",""Superintelligence (book)"",""Human Compatible (book)"",""conversations with AI alignment researchers at conferences"",""talks by AI alignment researchers""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I am interested in AI alignment research,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly","[""I am interested in AI alignment research"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly""]",7,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,"The Alignment Problem (book),the FLI podcast,the 80,000 Hours podcast,Superintelligence (book),Human Compatible (book),conversations with AI alignment researchers at conferences,talks by AI alignment researchers",2 | 3 | 3 | 3 | 2 | 3 | 2,talks by AI alignment researchers,2 | 3 | 4 | 2 | 1 | 3 | 2,1 | 3 | 2 | 1 | 1 | 4 | 2, |  |  |  | , | ,"",Twitter,,
7473010,43,,2022-06-26 02:50:04,,0.67,u166gt1,0,,,,,,"I spend some of my time solving technical problems related to AI alignment,I am paid to work on technical AI alignment research","[""I spend some of my time solving technical problems related to AI alignment"",""I am paid to work on technical AI alignment research""]",,,,,,,,,,,,,
7473017,43,,2022-06-26 02:51:09,2022-06-26 02:53:45,2.60,t6togir,0,,,"[""Superintelligence (book)"",""The Alignment Problem (book)"",""the 80,000 Hours podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am interested in AI alignment research,"[""I am interested in AI alignment research""]",0,I am interested in AI alignment research,"Superintelligence (book),The Alignment Problem (book),the 80,000 Hours podcast",4 | 3 | 4,"the 80,000 Hours podcast",4 | 4 | 4,2 | 1 | 4, |  | ,,"",Twitter,,
7473054,43,,2022-06-26 02:58:09,,0.13,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7473070,43,,2022-06-26 03:00:44,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7473090,43,,2022-06-26 03:04:26,,1.50,8d2bvx6,0,,,"[""conversations with AI alignment researchers at conferences"",""Life 3.0 (book)"",""Superintelligence (book)"",""the 80,000 Hours podcast"",""talks by AI alignment researchers""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment""]",7,I spend some of my time solving technical problems related to AI alignment,"conversations with AI alignment researchers at conferences,Life 3.0 (book),Superintelligence (book),the 80,000 Hours podcast,talks by AI alignment researchers",,,,,,,,,,
7473134,43,,2022-06-26 03:08:44,,1.03,now6hjo,0,,,"[""the 80,000 Hours podcast"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I have heard of AI alignment,"[""I have heard of AI alignment""]",,I have heard of AI alignment,"the 80,000 Hours podcast,Rob Miles videos",1,"the 80,000 Hours podcast",0,0,I love 80k's podcast but don't find it useful as an AIS resource (although I may simply not be listening to the right episodes),,,,,
7473143,43,,2022-06-26 03:12:16,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7473148,43,,2022-06-26 03:13:59,,0.13,u166gt1,0,,,,,,"",[],,,,,,,,,,,,,
7473171,43,,2022-06-26 03:20:17,,54.60,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7473344,43,,2022-06-26 04:03:58,,0.32,u166gt1,0,,,,,,I am interested in AI alignment research,"[""I am interested in AI alignment research""]",,,,,,,,,,,,,
7473347,43,,2022-06-26 04:04:34,2022-06-26 04:05:59,1.40,t6togir,0,,,"[""Superintelligence (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment,I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment"",""I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)""]",1,"I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)",Superintelligence (book),1,Superintelligence (book),1,0,"",,"",twitter,,
7473354,43,,2022-06-26 04:06:55,,1.92,eb2kjj8,0,,,[],"[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I spend some of my time solving technical problems related to AI alignment,"[""I spend some of my time solving technical problems related to AI alignment""]",,I spend some of my time solving technical problems related to AI alignment,"",,,,,,,,,,
7473358,43,,2022-06-26 04:10:36,,4.40,8d2bvx6,0,,,"[""Superintelligence (book)"",""the 80,000 Hours podcast"",""the AI Alignment Newsletter"",""talks by AI alignment researchers"",""conversations with AI alignment researchers at conferences"",""Life 3.0 (book)"",""Human Compatible (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly","[""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly""]",,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,"Superintelligence (book),the 80,000 Hours podcast,the AI Alignment Newsletter,talks by AI alignment researchers,conversations with AI alignment researchers at conferences,Life 3.0 (book),Human Compatible (book)",,,,,,,,,,
7473374,43,,2022-06-26 04:16:17,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7473388,43,,2022-06-26 04:18:34,,18579.13,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7473420,43,,2022-06-26 04:33:53,,0.28,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7473423,43,,2022-06-26 04:34:27,,0.50,e5pk481,0,,,,,,I am interested in AI alignment research,"[""I am interested in AI alignment research""]",.5,I am interested in AI alignment research,,,,,,,,,,,
7473483,43,,2022-06-26 04:51:28,,3.70,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7473618,43,,2022-06-26 05:28:40,,1.03,72erk1d,0,,,"[""Concrete Problems in AI Safety by Amodei et al"",""the 80,000 Hours podcast"",""the FLI podcast"",""conversations with AI alignment researchers at conferences"",""talks by AI alignment researchers"",""Unsolved Problems in ML Safety by Hendrycks et al""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)","[""I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)""]",,"I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)","Concrete Problems in AI Safety by Amodei et al,the 80,000 Hours podcast,the FLI podcast,conversations with AI alignment researchers at conferences,talks by AI alignment researchers,Unsolved Problems in ML Safety by Hendrycks et al",,,,,,,,,,
7473633,43,,2022-06-26 05:33:29,2022-06-26 06:20:27,46.97,t6togir,0,,,"[""the 80,000 Hours podcast"",""talks by AI alignment researchers"",""the AI Alignment Newsletter""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",4,I am trying to move into a technical AI alignment career,"the 80,000 Hours podcast,talks by AI alignment researchers,the AI Alignment Newsletter",3 | 3 | 2,the AI Alignment Newsletter,4 | 3 | 2,4 | 4 | 2, | ,"","","",,
7473636,43,,2022-06-26 05:33:40,,0.02,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7473643,43,,2022-06-26 05:36:18,,0.48,e5pk481,0,,,,,,"I have heard of AI alignment,I am interested in AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research""]",2,I am interested in AI alignment research,,,,,,,,,,,
7473689,43,,2022-06-26 05:51:46,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7473722,43,,2022-06-26 06:04:08,,0.10,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7473723,43,,2022-06-26 06:04:25,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7473883,43,,2022-06-26 07:04:20,,0.30,u166gt1,0,,,,,,I am trying to move into a technical AI alignment career,"[""I am trying to move into a technical AI alignment career""]",,,,,,,,,,,,,
7473885,43,,2022-06-26 07:05:46,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7473916,43,,2022-06-26 07:15:22,,0.10,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7473922,43,,2022-06-26 07:17:39,,3.82,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7474015,43,,2022-06-26 07:47:37,2022-06-26 08:01:17,13.65,t6togir,0,,,"[""Life 3.0 (book)"",""Superintelligence (book)"",""talks by AI alignment researchers"",""The Alignment Problem (book)"",""Rob Miles videos"",""Human Compatible (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am interested in AI alignment research,"[""I am interested in AI alignment research""]",6,I am interested in AI alignment research,"Life 3.0 (book),Superintelligence (book),talks by AI alignment researchers,The Alignment Problem (book),Rob Miles videos,Human Compatible (book)",2 | 3 | 3 | 2 | 4 | 2,Human Compatible (book),1 | 2 | 3 | 1 | 4 | 1,0 | 0 | 3 | 0 | 3 | 0, |  |  |  | ,"", | ,"",,
7474041,43,,2022-06-26 07:57:06,,1.53,8d2bvx6,0,,,"[""the Iterated Amplification sequence on the Alignment Forum"",""AIRCS workshops"",""the AI Alignment Newsletter"",""AXRP - the AI X-risk Research Podcast"",""Concrete Problems in AI Safety by Amodei et al"",""the Embedded Agency sequence on the Alignment Forum"",""talks by AI alignment researchers"",""the FLI podcast"",""conversations with AI alignment researchers at conferences"",""AI Safety Camp""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment""]",4,I spend some of my time solving technical problems related to AI alignment,"the Iterated Amplification sequence on the Alignment Forum,AIRCS workshops,the AI Alignment Newsletter,AXRP - the AI X-risk Research Podcast,Concrete Problems in AI Safety by Amodei et al,the Embedded Agency sequence on the Alignment Forum,talks by AI alignment researchers,the FLI podcast,conversations with AI alignment researchers at conferences,AI Safety Camp",,,,,,,,,,
7474277,43,,2022-06-26 09:44:28,,1.75,now6hjo,0,,,"[""The Alignment Problem (book)"",""AI Safety Camp"",""talks by AI alignment researchers"",""the Machine Learning for Alignment Bootcamp"",""the AI Alignment Newsletter"",""AGI Safety Fundamentals Course"",""Superintelligence (book)"",""AXRP - the AI X-risk Research Podcast"",""the Embedded Agency sequence on the Alignment Forum"",""Rob Miles videos"",""the 80,000 Hours podcast"",""conversations with AI alignment researchers at conferences""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I spend some of my time publicly communicating about AI alignment","[""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time publicly communicating about AI alignment""]",,I spend some of my time publicly communicating about AI alignment,"The Alignment Problem (book),AI Safety Camp,talks by AI alignment researchers,the Machine Learning for Alignment Bootcamp,the AI Alignment Newsletter,AGI Safety Fundamentals Course,Superintelligence (book),AXRP - the AI X-risk Research Podcast,the Embedded Agency sequence on the Alignment Forum,Rob Miles videos,the 80,000 Hours podcast,conversations with AI alignment researchers at conferences",1,The Alignment Problem (book),1,0,"",,,,,
7474356,43,,2022-06-26 10:12:15,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7474397,43,,2022-06-26 10:26:50,,1.53,now6hjo,0,,,"[""The Alignment Problem (book)"",""Life 3.0 (book)"",""AI Safety Camp"",""Superintelligence (book)"",""the ML Safety newsletter"",""AGI Safety Fundamentals Course"",""the AI Alignment Newsletter"",""AXRP - the AI X-risk Research Podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I spend some of my time publicly communicating about AI alignment,"[""I spend some of my time publicly communicating about AI alignment""]",,I spend some of my time publicly communicating about AI alignment,"The Alignment Problem (book),Life 3.0 (book),AI Safety Camp,Superintelligence (book),the ML Safety newsletter,AGI Safety Fundamentals Course,the AI Alignment Newsletter,AXRP - the AI X-risk Research Podcast",1 | 2 | 2 | 2 | 2 | 2 | 2,the AI Alignment Newsletter,2 | 1 | 2 | 2 | 2 | 2 | 2,2 | 2 | 2 | 2 | 2 | 2 | 2, |  |  |  |  |  | ,,,,,
7474453,43,,2022-06-26 10:49:54,,1.43,8d2bvx6,0,,,"[""Rob Miles videos"",""Superintelligence (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time publicly communicating about AI alignment""]",2,I spend some of my time publicly communicating about AI alignment,"Rob Miles videos,Superintelligence (book)",,,,,,,,,,
7474564,43,,2022-06-26 11:29:16,,4.78,now6hjo,0,,,"[""conversations with AI alignment researchers at conferences"",""AIRCS workshops"",""talks by AI alignment researchers"",""Superintelligence (book)"",""Concrete Problems in AI Safety by Amodei et al""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time solving technical problems related to AI alignment,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly""]",11,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,"Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),Superintelligence (book),AIRCS workshops,talks by AI alignment researchers,conversations with AI alignment researchers at conferences,Concrete Problems in AI Safety by Amodei et al | AIRCS workshops,Concrete Problems in AI Safety by Amodei et al,Superintelligence (book),conversations with AI alignment researchers at conferences,talks by AI alignment researchers | conversations with AI alignment researchers at conferences,AIRCS workshops,talks by AI alignment researchers,Superintelligence (book),Concrete Problems in AI Safety by Amodei et al",2,conversations with AI alignment researchers at conferences,1,3,,"",,,,
7474577,43,,2022-06-26 11:34:12,2022-06-26 11:38:14,4.02,t6togir,0,,,"[""Superintelligence (book)"",""AXRP - the AI X-risk Research Podcast"",""the 80,000 Hours podcast"",""the FLI podcast"",""Life 3.0 (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am interested in AI alignment research,"[""I am interested in AI alignment research""]",8,I am interested in AI alignment research,"Superintelligence (book),AXRP - the AI X-risk Research Podcast,the 80,000 Hours podcast,the FLI podcast,Life 3.0 (book)",3 | 2 | 4 | 3 | 2,Life 3.0 (book),3 | 2 | 4 | 4 | 3,3 | 3 | 2 | 2 | 1, |  |  |  | ,,"","",,
7474585,43,,2022-06-26 11:37:50,,1.20,72erk1d,0,,,"[""Human Compatible (book)"",""the AI Alignment Newsletter"",""AGI Safety Fundamentals Course"",""AXRP - the AI X-risk Research Podcast"",""Concrete Problems in AI Safety by Amodei et al"",""AI Safety Camp"",""Rob Miles videos"",""the Value Learning sequence on the Alignment Forum"",""the 80,000 Hours podcast"",""the Iterated Amplification sequence on the Alignment Forum"",""the ARCHES agenda by Andrew Critch and David Krueger"",""talks by AI alignment researchers"",""Superintelligence (book)"",""the Embedded Agency sequence on the Alignment Forum"",""conversations with AI alignment researchers at conferences"",""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""the annual AI Alignment Literature Review and Charity Comparison"",""The Alignment Problem (book)"",""the FLI podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I spend some of my time doing AI alignment field/community-building,"[""I spend some of my time doing AI alignment field/community-building""]",,I spend some of my time doing AI alignment field/community-building,"Human Compatible (book),the AI Alignment Newsletter,AGI Safety Fundamentals Course,AXRP - the AI X-risk Research Podcast,Concrete Problems in AI Safety by Amodei et al,AI Safety Camp,Rob Miles videos,the Value Learning sequence on the Alignment Forum,the 80,000 Hours podcast,the Iterated Amplification sequence on the Alignment Forum,the ARCHES agenda by Andrew Critch and David Krueger,talks by AI alignment researchers,Superintelligence (book),the Embedded Agency sequence on the Alignment Forum,conversations with AI alignment researchers at conferences,Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),the annual AI Alignment Literature Review and Charity Comparison,The Alignment Problem (book),the FLI podcast",,,,,,,,,,
7474608,43,,2022-06-26 11:45:08,2022-06-26 11:48:33,3.40,t6togir,0,,,"[""Rob Miles videos"",""Superintelligence (book)"",""AGI Safety Fundamentals Course"",""the AI Alignment Newsletter"",""talks by AI alignment researchers"",""conversations with AI alignment researchers at conferences""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am trying to move into a technical AI alignment career,"[""I am trying to move into a technical AI alignment career""]",,I am trying to move into a technical AI alignment career,"Rob Miles videos,Superintelligence (book),AGI Safety Fundamentals Course,the AI Alignment Newsletter,talks by AI alignment researchers,conversations with AI alignment researchers at conferences",1 | 3 | 4 | 4 | 1 | 4,conversations with AI alignment researchers at conferences,2 | 3 | 4 | 4 | 1 | 2,0 | 0 | 0 | 2 | 1 | 4, |  |  | , | ,"",Twitter,,
